date,title,category,account,amount,currency,type,transfer_amount,transfer_currency,to_account,receive_amount,receive_currency
2024-04-15 06:55:10.570,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-04-14 16:42:19.952,Breakfast,food_drink,Salary Bank,0.33,EUR,expense,,,,,
2024-04-12 15:16:13.135,Bus,transport,Cash,13.7,MKD,expense,,,,,
2024-04-12 12:47:51.097,Recharge,transfer,Salary Bank,2.41,USD,transfer,2.41,USD,Metro Card,2.41,USD
2024-04-12 12:47:39.692,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-04-12 12:47:37.044,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-04-12 03:11:12.881,Adjust balance,balance_adjustment,Metro Card,0.44,EUR,expense,,,,,
2024-04-10 13:03:30.729,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-04-10 04:25:25.680,Adjust balance,balance_adjustment,Cash,0.33,EUR,expense,,,,,
2024-04-10 04:24:13.571,Adjust balance,balance_adjustment,Salary Bank,0.79,EUR,expense,,,,,
2024-04-10 04:21:51.672,Gym,health,Salary Bank,11.11,EUR,expense,,,,,
2024-04-10 04:21:38.710,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2024-04-10 03:10:00.000,Shawarma 🌯,food_drink,Salary Bank,1.56,EUR,expense,,,,,
2024-04-08 10:36:18.446,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-04-08 10:36:12.580,Bus,transport,Cash,6.85,MKD,expense,,,,,
2024-04-07 14:17:41.212,Breakfast,food_drink,Salary Bank,0.33,EUR,expense,,,,,
2024-04-07 14:17:28.139,Fest,entertainment,Salary Bank,3.01,USD,expense,,,,,
2024-04-06 03:42:00.000,Juice,food_drink,Salary Bank,0.11,EUR,expense,,,,,
2024-04-06 03:41:00.000,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-04-06 03:41:00.000,Juice,food_drink,Salary Bank,0.33,EUR,expense,,,,,
2024-04-06 03:40:00.000,Auto,transport,Cash,0.22,EUR,expense,,,,,
2024-04-05 13:25:05.480,Juice,food_drink,Salary Bank,20.55,MKD,expense,,,,,
2024-04-05 13:24:56.623,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-04-05 12:22:46.731,Recharge,transfer,Salary Bank,2.22,EUR,transfer,2.22,EUR,Metro Card,2.22,EUR
2024-04-05 08:47:42.107,Wow,other,Salary Bank,3.44,EUR,expense,,,,,
2024-04-05 05:34:22.364,Juice,food_drink,Salary Bank,0.28,EUR,expense,,,,,
2024-04-05 05:34:05.807,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-04-04 08:37:47.351,Snacks,food_drink,Salary Bank,0.83,EUR,expense,,,,,
2024-04-04 03:43:27.547,Petrol,fuel,Salary Bank,1.11,EUR,expense,,,,,
2024-04-04 02:07:59.508,Stonks,investment_income,Salary Bank,8.46,EUR,income,,,,,
2024-04-03 14:58:09.114,Settlement,transfer,Salary Bank,35.54,EUR,transfer,35.54,EUR,Savings Bank,35.54,EUR
2024-04-03 14:55:47.327,family_member_b,family_support,Salary Bank,111.11,EUR,income,,,,,
2024-04-03 10:25:10.802,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-04-03 10:23:49.761,AtR,transport,Metro Card,0.42,USD,expense,,,,,
2024-04-02 10:24:00.000,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2024-04-02 10:24:00.000,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-04-02 10:24:00.000,Juice,food_drink,Cash,0.11,EUR,expense,,,,,
2024-04-02 10:24:00.000,Juice,food_drink,Cash,0.67,EUR,expense,,,,,
2024-04-02 10:24:00.000,person_b,other_income,Cash,41.1,MKD,income,,,,,
2024-04-02 03:33:39.883,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-04-01 18:29:57.016,Netflix,entertainment,Savings Bank,2.21,EUR,expense,,,,,
2024-04-01 18:28:27.576,person_b,peer_transfer,Savings Bank,36.14,USD,expense,,,,,
2024-04-01 18:18:37.086,person_j,other_income,Cash,1.11,EUR,income,,,,,
2024-04-01 18:18:27.349,Snacks,food_drink,Salary Bank,1.78,EUR,expense,,,,,
2024-04-01 15:09:51.209,Juice,food_drink,Salary Bank,0.56,EUR,expense,,,,,
2024-04-01 03:17:56.352,Adjust balance,balance_adjustment,Cash,34.25,MKD,expense,,,,,
2024-03-31 18:34:00.000,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-31 18:34:00.000,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-03-31 17:00:28.422,family_member_a,peer_transfer,Salary Bank,18.89,EUR,expense,,,,,
2024-03-31 13:58:13.008,Shoes,shopping,Salary Bank,1711.64,MKD,expense,,,,,
2024-03-31 12:45:00.691,Haircut,personal_care,Salary Bank,1.67,EUR,expense,,,,,
2024-03-30 03:09:01.045,person_b,peer_transfer,Cash,1.11,EUR,expense,,,,,
2024-03-29 18:47:00.000,Snacks,food_drink,Salary Bank,1,EUR,expense,,,,,
2024-03-29 15:27:48.850,family_member_b,peer_transfer,Salary Bank,144.44,EUR,expense,,,,,
2024-03-29 15:27:39.829,Breakfast,food_drink,Salary Bank,0.67,EUR,expense,,,,,
2024-03-28 11:31:59.355,Petrol,fuel,Salary Bank,1.11,EUR,expense,,,,,
2024-03-28 10:58:48.815,Snacks,food_drink,Salary Bank,2.78,EUR,expense,,,,,
2024-03-28 06:39:45.408,Settle,other,Salary Bank,0.06,USD,expense,,,,,
2024-03-28 06:38:50.642,Salary,salary,Salary Bank,252.22,EUR,income,,,,,
2024-03-28 06:38:12.426,Transfer,transfer,Salary Bank,2823.97,MKD,transfer,2823.97,MKD,Savings Bank,2823.97,MKD
2024-03-27 15:39:26.573,Ice cream,food_drink,Cash,0.78,EUR,expense,,,,,
2024-03-26 16:59:57.985,Juice,food_drink,Salary Bank,0.44,EUR,expense,,,,,
2024-03-26 16:59:46.122,Auto,transport,Cash,0.22,EUR,expense,,,,,
2024-03-25 15:53:52.918,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-03-25 13:17:40.044,Bus,transport,Cash,0.12,USD,expense,,,,,
2024-03-25 13:17:15.511,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-25 13:17:13.755,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2024-03-25 13:17:10.519,Recharge,transfer,Cash,2.22,EUR,transfer,2.22,EUR,Metro Card,2.22,EUR
2024-03-24 16:40:59.707,Adjust balance,balance_adjustment,Salary Bank,1.17,EUR,expense,,,,,
2024-03-22 13:26:42.165,Bus,transport,Cash,0.33,EUR,expense,,,,,
2024-03-22 13:26:34.794,Juice,food_drink,Salary Bank,0.11,EUR,expense,,,,,
2024-03-22 13:26:28.610,Snacks,food_drink,Salary Bank,0.89,EUR,expense,,,,,
2024-03-22 13:26:21.200,Withdraw,transfer,Salary Bank,5.56,EUR,transfer,5.56,EUR,Cash,5.56,EUR
2024-03-22 13:26:06.797,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-21 14:54:03.976,family_member_a,peer_transfer,Salary Bank,5.56,EUR,expense,,,,,
2024-03-21 10:09:12.859,Recharge,utilities,Salary Bank,3.12,USD,expense,,,,,
2024-03-21 10:07:32.266,family_member_b,family_support,Salary Bank,1369.86,MKD,income,,,,,
2024-03-21 10:05:14.371,Stonks,financial,Salary Bank,2.56,EUR,expense,,,,,
2024-03-21 10:04:54.277,Petrol,fuel,Salary Bank,136.99,MKD,expense,,,,,
2024-03-19 18:44:00.000,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-19 18:43:00.000,Snacks,food_drink,Salary Bank,0.28,EUR,expense,,,,,
2024-03-19 07:06:00.000,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-19 07:06:00.000,Shawarma 🌯,food_drink,Salary Bank,2.89,EUR,expense,,,,,
2024-03-19 06:05:26.422,Bus pass,transport,Salary Bank,4.78,EUR,expense,,,,,
2024-03-18 06:05:00.000,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-17 17:03:54.268,Adjust balance,balance_adjustment,Cash,1.22,EUR,expense,,,,,
2024-03-16 18:40:00.000,Snacks,food_drink,Salary Bank,0.33,EUR,expense,,,,,
2024-03-16 01:55:57.271,Rent,housing,Salary Bank,45.78,USD,expense,,,,,
2024-03-15 18:39:00.000,Juice,food_drink,Salary Bank,0.44,EUR,expense,,,,,
2024-03-15 18:39:00.000,Snacks,food_drink,Salary Bank,0.22,EUR,expense,,,,,
2024-03-15 17:04:00.000,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-15 01:55:00.000,Bike,transport,Salary Bank,0.82,EUR,expense,,,,,
2024-03-14 01:54:00.000,Snacks,food_drink,Salary Bank,71.92,MKD,expense,,,,,
2024-03-13 01:53:00.000,Snacks,food_drink,Salary Bank,0.33,EUR,expense,,,,,
2024-03-13 01:52:00.000,Bandages,health,Salary Bank,0.09,EUR,expense,,,,,
2024-03-12 17:33:34.220,family_member_a,peer_transfer,Salary Bank,22.22,EUR,expense,,,,,
2024-03-12 17:33:12.758,Doc,health,Salary Bank,0.67,EUR,expense,,,,,
2024-03-12 17:33:00.145,Juice,food_drink,Salary Bank,1,EUR,expense,,,,,
2024-03-12 17:32:45.399,Shawarma 🌯,food_drink,Salary Bank,1.67,EUR,expense,,,,,
2024-03-12 17:32:28.109,Breakfast,food_drink,Salary Bank,0.33,EUR,expense,,,,,
2024-03-11 17:31:00.000,Jalebi,food_drink,Salary Bank,20.55,MKD,expense,,,,,
2024-03-10 03:29:43.493,family_member_a,peer_transfer,Salary Bank,11.11,EUR,expense,,,,,
2024-03-09 17:30:00.000,Juice,food_drink,Salary Bank,0.11,EUR,expense,,,,,
2024-03-09 03:29:00.000,Petrol,fuel,Salary Bank,2.22,EUR,expense,,,,,
2024-03-08 10:13:57.611,Snacks,food_drink,Salary Bank,0.11,EUR,expense,,,,,
2024-03-08 10:12:12.982,Breakfast,food_drink,Salary Bank,0.33,EUR,expense,,,,,
2024-03-07 14:36:57.940,Snacks,food_drink,Salary Bank,0.67,EUR,expense,,,,,
2024-03-07 13:45:37.905,RtA,transport,Cash,23.97,MKD,expense,,,,,
2024-03-07 05:21:42.255,Adjust balance,balance_adjustment,Cash,0.28,EUR,expense,,,,,
2024-03-07 05:20:46.631,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-07 05:20:39.735,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-03-07 05:20:28.040,Withdraw,transfer,Salary Bank,2.22,EUR,transfer,2.22,EUR,Cash,2.22,EUR
2024-03-07 05:20:07.762,Recharge,transfer,Salary Bank,2.78,EUR,transfer,2.78,EUR,Metro Card,2.78,EUR
2024-03-06 14:21:26.486,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-06 14:21:20.169,Snacks,food_drink,Cash,6.85,MKD,expense,,,,,
2024-03-06 06:37:05.798,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-06 06:36:57.627,RB 🐂,food_drink,Salary Bank,1.39,EUR,expense,,,,,
2024-03-06 03:26:03.538,family_member_a,peer_transfer,Salary Bank,12.05,USD,expense,,,,,
2024-03-06 01:31:33.779,Netflix,entertainment,Salary Bank,1.1,EUR,expense,,,,,
2024-03-05 12:53:13.025,AtR,transport,Metro Card,0.42,USD,expense,,,,,
2024-03-05 12:53:03.972,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-03-05 01:31:00.000,RtA,transport,Metro Card,23.97,MKD,expense,,,,,
2024-03-04 15:01:34.885,Snacks,food_drink,Salary Bank,0.22,EUR,expense,,,,,
2024-03-04 15:01:24.734,Snacks,food_drink,Salary Bank,0.28,EUR,expense,,,,,
2024-03-04 15:01:04.247,RtA,transport,Cash,23.97,MKD,expense,,,,,
2024-03-04 08:29:40.741,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-04 08:29:28.861,family_member_a,peer_transfer,Cash,0.89,EUR,expense,,,,,
2024-03-04 02:41:54.279,Recharge,transfer,Salary Bank,2.22,EUR,transfer,2.22,EUR,Metro Card,2.22,EUR
2024-03-03 02:41:00.000,Snacks,food_drink,Salary Bank,0.67,EUR,expense,,,,,
2024-03-03 02:40:00.000,Laptop fixes,shopping,Salary Bank,1.81,USD,expense,,,,,
2024-03-03 02:40:00.000,Juice,food_drink,Salary Bank,1.11,EUR,expense,,,,,
2024-03-03 02:40:00.000,Snacks,food_drink,Salary Bank,102.74,MKD,expense,,,,,
2024-03-02 02:40:00.000,Cab,transport,Salary Bank,4.66,EUR,expense,,,,,
2024-03-02 02:39:00.000,Can,other,Salary Bank,5.29,EUR,expense,,,,,
2024-03-02 02:39:00.000,Dinner,other,Salary Bank,25.95,USD,expense,,,,,
2024-03-02 02:34:01.350,Gym,health,Salary Bank,684.93,MKD,expense,,,,,
2024-03-01 12:58:00.000,Snacks,food_drink,Salary Bank,0.67,EUR,expense,,,,,
2024-03-01 12:54:00.000,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-03-01 12:54:00.000,RtA,transport,Metro Card,23.97,MKD,expense,,,,,
2024-03-01 03:28:51.286,family_member_a,peer_transfer,Salary Bank,60.24,USD,expense,,,,,
2024-02-29 18:02:30.841,Fancode,entertainment,Salary Bank,6.66,EUR,expense,,,,,
2024-02-29 16:16:17.255,Snacks,food_drink,Salary Bank,41.1,MKD,expense,,,,,
2024-02-29 16:16:04.801,Salary,salary,Salary Bank,252.22,EUR,income,,,,,
2024-02-29 04:36:14.818,Adjust balance,balance_adjustment,Savings Bank,0.5,EUR,expense,,,,,
2024-02-29 04:24:37.293,Adjust balance,balance_adjustment,Savings Bank,0,EUR,income,,,,,
2024-02-29 02:59:46.403,Petrol,fuel,Savings Bank,1.11,EUR,expense,,,,,
2024-02-29 02:06:26.648,family_member_a,peer_transfer,Cash,1.11,EUR,expense,,,,,
2024-02-29 02:06:19.586,family_member_b,peer_transfer,Cash,1.67,EUR,expense,,,,,
2024-02-28 16:41:21.326,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-28 14:06:47.574,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-28 14:06:40.364,Snacks,food_drink,Savings Bank,0.67,EUR,expense,,,,,
2024-02-28 04:15:17.483,AtR,transport,Cash,0.39,EUR,expense,,,,,
2024-02-28 03:36:25.923,Adjust balance,balance_adjustment,Cash,0.17,EUR,expense,,,,,
2024-02-27 14:14:39.153,Bus,transport,Cash,6.85,MKD,expense,,,,,
2024-02-27 14:14:24.421,RtA,transport,Metro Card,0.42,USD,expense,,,,,
2024-02-27 14:01:20.741,Shawarma 🌯,food_drink,Savings Bank,1.56,EUR,expense,,,,,
2024-02-27 09:11:35.079,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-27 09:11:24.889,Snacks,food_drink,Savings Bank,0.39,EUR,expense,,,,,
2024-02-27 04:23:28.568,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2024-02-26 15:11:00.093,Withdraw,transfer,Savings Bank,5.56,EUR,transfer,5.56,EUR,Cash,5.56,EUR
2024-02-26 14:25:00.924,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-26 14:24:51.605,Snacks,food_drink,Savings Bank,0.67,EUR,expense,,,,,
2024-02-26 12:17:57.526,Recharge,transfer,Savings Bank,2.22,EUR,transfer,2.22,EUR,Metro Card,2.22,EUR
2024-02-26 06:18:30.886,Adjust balance,balance_adjustment,Savings Bank,10.44,EUR,income,,,,,
2024-02-26 06:15:19.217,Adjust balance,balance_adjustment,Cash,0.11,EUR,expense,,,,,
2024-02-26 04:29:25.514,Bus,transport,Cash,6.85,MKD,expense,,,,,
2024-02-26 03:36:00.000,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-26 03:35:00.000,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-26 03:29:28.213,family_member_a,peer_transfer,Cash,2.22,EUR,expense,,,,,
2024-02-26 03:29:21.480,family_member_b,peer_transfer,Cash,0.56,EUR,expense,,,,,
2024-02-24 07:53:19.532,Snacks,food_drink,Cash,0.56,EUR,expense,,,,,
2024-02-24 07:20:41.051,Snacks,food_drink,Cash,23.97,MKD,expense,,,,,
2024-02-23 14:45:15.570,Snacks,food_drink,Cash,0.3,USD,expense,,,,,
2024-02-23 14:45:08.008,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-23 14:44:59.772,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-23 05:30:44.474,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-23 05:30:37.686,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2024-02-22 16:58:54.432,Bb,other,Savings Bank,0.56,EUR,expense,,,,,
2024-02-22 15:12:47.507,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-22 15:12:41.854,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-22 05:29:24.587,Stonks,financial,Savings Bank,2,EUR,expense,,,,,
2024-02-22 05:28:30.990,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-22 05:28:21.373,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2024-02-21 15:43:20.895,Snacks,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2024-02-21 13:43:04.893,Bus,transport,Cash,0.12,USD,expense,,,,,
2024-02-21 12:29:38.628,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-21 12:29:28.216,Recharge,utilities,Savings Bank,2.88,EUR,expense,,,,,
2024-02-20 17:01:00.000,Play store,entertainment,Savings Bank,0.11,USD,expense,,,,,
2024-02-20 14:05:45.725,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-20 14:05:34.287,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-20 04:48:04.567,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-19 14:43:33.478,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-19 14:43:19.809,RtA,transport,Metro Card,23.97,MKD,expense,,,,,
2024-02-19 04:28:13.342,AtR,transport,Savings Bank,0.39,EUR,expense,,,,,
2024-02-19 04:27:55.686,Reacharge,transfer,Savings Bank,3.33,EUR,transfer,3.33,EUR,Metro Card,3.33,EUR
2024-02-18 15:09:03.757,Biryani,transfer,Savings Bank,2.56,EUR,transfer,2.56,EUR,Cash,2.56,EUR
2024-02-18 15:08:52.317,Biryani 🍚,food_drink,Savings Bank,2.78,EUR,expense,,,,,
2024-02-18 13:05:06.921,Juice,food_drink,Savings Bank,0.44,EUR,expense,,,,,
2024-02-18 13:05:00.369,Snacks,food_drink,Cash,0.44,EUR,expense,,,,,
2024-02-18 13:04:50.844,Book,education,Savings Bank,1.67,EUR,expense,,,,,
2024-02-18 13:04:34.238,Entry fee,entertainment,Cash,0.56,EUR,expense,,,,,
2024-02-17 14:58:49.354,Bus pass,transport,Savings Bank,4.78,EUR,expense,,,,,
2024-02-17 14:58:38.786,Juice,food_drink,Savings Bank,0.24,USD,expense,,,,,
2024-02-17 04:31:58.952,Adjust balance,balance_adjustment,Cash,0.18,EUR,expense,,,,,
2024-02-17 04:30:09.939,Adjust balance,balance_adjustment,Savings Bank,1.44,EUR,income,,,,,
2024-02-16 14:56:36.514,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-16 14:56:26.406,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-15 14:56:00.000,RtA,transport,Metro Card,23.97,MKD,expense,,,,,
2024-02-14 17:33:35.053,Snack,food_drink,Savings Bank,1.11,EUR,expense,,,,,
2024-02-14 17:33:27.249,Petrol,fuel,Savings Bank,1.2,USD,expense,,,,,
2024-02-14 06:32:47.056,Petrol,fuel,Savings Bank,1.11,EUR,expense,,,,,
2024-02-13 12:11:37.767,RtA,transport,Metro Card,0.42,USD,expense,,,,,
2024-02-13 12:11:26.401,Recharge,transfer,Savings Bank,136.99,MKD,transfer,136.99,MKD,Metro Card,136.99,MKD
2024-02-13 12:11:11.514,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-13 06:32:00.000,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-12 12:10:00.000,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2024-02-12 12:10:00.000,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-02-12 12:04:06.544,Adjust balance,balance_adjustment,Metro Card,0.02,EUR,income,,,,,
2024-02-11 14:46:45.004,Snacks,food_drink,Savings Bank,89.04,MKD,expense,,,,,
2024-02-10 13:18:00.000,Snacks,food_drink,Savings Bank,0.5,EUR,expense,,,,,
2024-02-10 13:18:00.000,Auto,transport,Cash,0.22,EUR,expense,,,,,
2024-02-09 13:17:00.000,Snacks,food_drink,Savings Bank,1.61,EUR,expense,,,,,
2024-02-09 13:17:00.000,Pants,shopping,Savings Bank,11.09,EUR,expense,,,,,
2024-02-08 14:44:22.286,Ice cream,food_drink,Savings Bank,69.86,MKD,expense,,,,,
2024-02-08 12:48:01.542,Pizza,food_drink,Savings Bank,2.74,EUR,expense,,,,,
2024-02-08 05:00:00.000,Shirt,shopping,Savings Bank,11.1,EUR,expense,,,,,
2024-02-08 05:00:00.000,Pant,shopping,Savings Bank,8.88,EUR,expense,,,,,
2024-02-07 12:13:11.151,RtA,transport,Savings Bank,0.39,EUR,expense,,,,,
2024-02-07 03:34:00.000,UPI lite,financial,Savings Bank,0.01,EUR,expense,,,,,
2024-02-06 08:47:07.084,Bus Pass,transport,Savings Bank,4.89,EUR,expense,,,,,
2024-02-06 05:43:00.000,family_member_a,peer_transfer,Savings Bank,11.11,EUR,expense,,,,,
2024-02-05 14:21:42.297,Withdraw,transfer,Savings Bank,4.44,EUR,transfer,4.44,EUR,Cash,4.44,EUR
2024-02-05 14:21:25.901,Snacks,food_drink,Savings Bank,1,EUR,expense,,,,,
2024-02-05 14:21:18.327,Exam,education,Savings Bank,273.97,MKD,expense,,,,,
2024-02-05 14:20:10.098,Adjust balance,balance_adjustment,Cash,0.44,EUR,expense,,,,,
2024-02-03 15:19:20.909,Stonks,investment_income,Savings Bank,0.05,EUR,income,,,,,
2024-02-03 15:15:18.470,family_member_a birthday,peer_transfer,Savings Bank,574.66,MKD,expense,,,,,
2024-02-03 03:49:08.591,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2024-02-03 02:57:54.135,family_member_a,peer_transfer,Savings Bank,22.22,EUR,expense,,,,,
2024-02-02 02:58:00.000,Petrol,fuel,Savings Bank,2.22,EUR,expense,,,,,
2024-02-02 02:58:00.000,Book,education,Savings Bank,3.32,EUR,expense,,,,,
2024-02-01 15:40:10.023,Netflix,entertainment,Savings Bank,1.1,EUR,expense,,,,,
2024-02-01 15:40:02.903,Snacks,food_drink,Savings Bank,0.48,USD,expense,,,,,
2024-02-01 02:56:00.000,Petrol,fuel,Savings Bank,1.11,EUR,expense,,,,,
2024-02-01 02:49:46.271,person_b,peer_transfer,Savings Bank,1.11,EUR,expense,,,,,
2024-02-01 02:49:36.606,Gym,health,Savings Bank,12.05,USD,expense,,,,,
2024-01-31 13:33:53.151,Milk,groceries,Savings Bank,60.27,MKD,expense,,,,,
2024-01-31 13:33:38.053,Petrol,fuel,Savings Bank,68.49,MKD,expense,,,,,
2024-01-31 09:29:10.277,person_c,peer_transfer,Savings Bank,2.22,EUR,expense,,,,,
2024-01-31 09:29:03.375,family_member_a,peer_transfer,Savings Bank,55.56,EUR,expense,,,,,
2024-01-31 08:04:16.692,Snacks,food_drink,Savings Bank,0.72,USD,expense,,,,,
2024-01-31 08:04:06.993,person_b,other_income,Savings Bank,1.11,EUR,income,,,,,
2024-01-31 08:03:56.481,Petrol,fuel,Savings Bank,68.49,MKD,expense,,,,,
2024-01-31 08:03:25.837,Salary,salary,Savings Bank,252.22,EUR,income,,,,,
2024-01-30 15:24:24.004,family_member_a,peer_transfer,Savings Bank,68.49,MKD,expense,,,,,
2024-01-30 15:24:15.470,person_c,other_income,Savings Bank,2.22,EUR,income,,,,,
2024-01-30 15:24:07.281,Oil,groceries,Savings Bank,1.11,EUR,expense,,,,,
2024-01-29 15:23:00.000,family_member_a,family_support,Savings Bank,1.11,EUR,income,,,,,
2024-01-29 15:23:00.000,RtA,transport,Savings Bank,0.39,EUR,expense,,,,,
2024-01-29 10:38:05.916,Tire,vehicle_maintenance,Savings Bank,7.78,EUR,expense,,,,,
2024-01-27 06:10:47.124,Adjust balance,balance_adjustment,Cash,0.29,EUR,income,,,,,
2024-01-27 04:37:00.000,Petrol,fuel,Savings Bank,2.78,EUR,expense,,,,,
2024-01-27 04:37:00.000,Noodles,food_drink,Savings Bank,0.67,EUR,expense,,,,,
2024-01-27 04:36:00.000,Xerox,education,Savings Bank,0.06,USD,expense,,,,,
2024-01-27 04:35:00.000,Xerox,education,Savings Bank,0.3,EUR,expense,,,,,
2024-01-26 04:33:00.000,Snacks,food_drink,Savings Bank,0.56,EUR,expense,,,,,
2024-01-25 14:33:31.826,Snacks,food_drink,Savings Bank,82.19,MKD,expense,,,,,
2024-01-24 04:32:00.000,AtR,transport,Savings Bank,0.39,EUR,expense,,,,,
2024-01-24 03:47:05.711,Adjust Balance,balance_adjustment,Savings Bank,0.01,EUR,expense,,,,,
2024-01-24 03:46:24.198,License,financial,Savings Bank,3.33,EUR,expense,,,,,
2024-01-23 03:46:00.000,Snacks,food_drink,Savings Bank,78.77,MKD,expense,,,,,
2024-01-22 03:45:00.000,Grand original,other,Savings Bank,0.33,EUR,expense,,,,,
2024-01-21 05:25:27.557,Shampoo,personal_care,Savings Bank,0.04,EUR,expense,,,,,
2024-01-21 05:25:14.108,Haircut,personal_care,Savings Bank,1.67,EUR,expense,,,,,
2024-01-20 04:26:59.396,Recharge,utilities,Savings Bank,2.88,EUR,expense,,,,,
2024-01-20 03:48:40.411,Auto,transport,Cash,0.22,EUR,expense,,,,,
2024-01-18 12:10:38.789,Auto,transport,Cash,0.24,USD,expense,,,,,
2024-01-18 02:07:00.000,Snacks,food_drink,Savings Bank,1.23,EUR,expense,,,,,
2024-01-16 07:46:00.000,Juice,food_drink,Savings Bank,13.7,MKD,expense,,,,,
2024-01-16 07:46:00.000,Shawarma 🌯,food_drink,Savings Bank,1.44,EUR,expense,,,,,
2024-01-16 04:36:47.099,Bike,transport,Savings Bank,0.33,EUR,expense,,,,,
2024-01-16 03:41:55.665,Auto,transport,Cash,13.7,MKD,expense,,,,,
2024-01-16 02:22:09.074,Rent,housing,Savings Bank,38.89,EUR,expense,,,,,
2024-01-15 12:32:43.650,Juice,food_drink,Savings Bank,0.83,EUR,expense,,,,,
2024-01-14 12:33:00.000,Recharge,utilities,Savings Bank,0.01,EUR,expense,,,,,
2024-01-13 15:08:57.801,Snack,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2024-01-13 12:32:00.000,Snacks,food_drink,Savings Bank,0.67,EUR,expense,,,,,
2024-01-13 09:35:12.683,Auto,transport,Cash,0.22,EUR,expense,,,,,
2024-01-12 09:34:00.000,RtA,transport,Savings Bank,0.39,EUR,expense,,,,,
2024-01-12 09:34:00.000,Burger AM,food_drink,Savings Bank,1.1,EUR,expense,,,,,
2024-01-12 09:33:00.000,Breakfast,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2024-01-11 09:32:00.000,Aloo bhujia,food_drink,Savings Bank,0.11,EUR,expense,,,,,
2024-01-11 04:38:04.483,Adjust balance,balance_adjustment,Cash,10.96,MKD,income,,,,,
2024-01-11 04:36:59.560,Something,other,Cash,0.06,EUR,expense,,,,,
2024-01-11 04:36:32.558,Stonks,financial,Savings Bank,4.44,EUR,expense,,,,,
2024-01-11 03:53:59.551,Bus,transport,Cash,0.12,USD,expense,,,,,
