source,media_type,title,rating,favorite
MovieLens ml-latest-small,movie,"Jerky Boys, The",10,False
MovieLens ml-latest-small,movie,French Kiss,10,True
MovieLens ml-latest-small,movie,Big,7,False
MovieLens ml-latest-small,movie,The Alamo,6,False
MovieLens ml-latest-small,movie,Naked Gun 33 1/3: The Final Insult,6,True
MovieLens ml-latest-small,movie,Cliffhanger,8,False
MovieLens ml-latest-small,movie,Mallrats,7,False
MovieLens ml-latest-small,movie,Alpha and Omega 3: The Great Wolf Games,9,False
MovieLens ml-latest-small,movie,"Forbidden Kingdom, The",9,False
MovieLens ml-latest-small,movie,"Jungle Book, The (1994)",6,False
MovieLens ml-latest-small,movie,Lemony Snicket's A Series of Unfortunate Events,5,False
MovieLens ml-latest-small,movie,Saving Grace,7,False
MovieLens ml-latest-small,movie,Pleasantville,6,False
MovieLens ml-latest-small,movie,Crash (2004),9,False
MovieLens ml-latest-small,movie,Murder at 1600,6,False
MovieLens ml-latest-small,movie,North Dallas Forty,4,False
MovieLens ml-latest-small,movie,Rush Hour 2,8,False
MovieLens ml-latest-small,movie,His Girl Friday,9,False
MovieLens ml-latest-small,movie,Being There,6,False
MovieLens ml-latest-small,movie,Taxi Driver,8,False
MovieLens ml-latest-small,movie,Homeward Bound II: Lost in San Francisco,6,False
MovieLens ml-latest-small,movie,Jon Stewart Has Left the Building,7,False
MovieLens ml-latest-small,movie,"Shawshank Redemption, The",10,False
MovieLens ml-latest-small,movie,"Lust, Caution (Se, jie)",7,False
MovieLens ml-latest-small,movie,Stuart Little,4,True
MovieLens ml-latest-small,movie,"Lion King, The",6,False
MovieLens ml-latest-small,movie,Star Trek V: The Final Frontier,6,False
MovieLens ml-latest-small,movie,Dangerous Liaisons,8,False
MovieLens ml-latest-small,movie,Signs,8,False
MovieLens ml-latest-small,movie,Real Steel,7,False
MovieLens ml-latest-small,movie,Series 7: The Contenders,6,False
MovieLens ml-latest-small,movie,House,10,False
MovieLens ml-latest-small,movie,National Lampoon's Van Wilder,6,False
MovieLens ml-latest-small,movie,Erin Brockovich,8,False
MovieLens ml-latest-small,movie,Sabotage,6,False
MovieLens ml-latest-small,movie,Home Alone,6,False
MovieLens ml-latest-small,movie,Inception,8,False
MovieLens ml-latest-small,movie,Iron Man 3,8,False
MovieLens ml-latest-small,movie,"Others, The",10,True
MovieLens ml-latest-small,movie,Die Hard 2,9,False
MovieLens ml-latest-small,movie,As Good as It Gets,8,False
MovieLens ml-latest-small,movie,To Kill a Mockingbird,9,False
MovieLens ml-latest-small,movie,Far From Home: The Adventures of Yellow Dog,10,False
MovieLens ml-latest-small,movie,"Visitors, The (Visiteurs, Les)",10,False
MovieLens ml-latest-small,movie,Rosemary's Baby,10,False
MovieLens ml-latest-small,movie,No Man's Land (2001),10,False
MovieLens ml-latest-small,movie,City of Angels,6,False
MovieLens ml-latest-small,movie,Kiss Kiss Bang Bang,10,False
MovieLens ml-latest-small,movie,"Nutty Professor, The (1963)",6,True
MovieLens ml-latest-small,movie,"Breakfast Club, The",8,True
MovieLens ml-latest-small,movie,"Spy Who Loved Me, The",7,False
MovieLens ml-latest-small,movie,"Thomas Crown Affair, The (1968)",7,False
MovieLens ml-latest-small,movie,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",9,False
MovieLens ml-latest-small,movie,"Assassination of Jesse James by the Coward Robert Ford, The",6,False
MovieLens ml-latest-small,movie,Entrapment,4,False
MovieLens ml-latest-small,movie,Hannibal,8,False
MovieLens ml-latest-small,movie,Lara Croft Tomb Raider: The Cradle of Life,5,False
MovieLens ml-latest-small,movie,Star Wars: Episode I - The Phantom Menace,10,False
MovieLens ml-latest-small,movie,Harley Davidson and the Marlboro Man,6,False
MovieLens ml-latest-small,movie,Amityville: Dollhouse,4,False
MovieLens ml-latest-small,movie,Kill Bill: Vol. 2,10,False
MovieLens ml-latest-small,movie,Terminator 2: Judgment Day,6,True
MovieLens ml-latest-small,movie,Red 2,4,False
MovieLens ml-latest-small,movie,Wallace & Gromit in The Curse of the Were-Rabbit,3,False
MovieLens ml-latest-small,movie,"Producers, The (1968)",8,False
MovieLens ml-latest-small,movie,Sunshine Cleaning,7,False
MovieLens ml-latest-small,movie,Total Recall (1990),5,True
MovieLens ml-latest-small,movie,"40-Year-Old Virgin, The",8,True
MovieLens ml-latest-small,movie,Teknolust,4,False
MovieLens ml-latest-small,movie,Schindler's List,10,False
MovieLens ml-latest-small,movie,Jurassic Park,4,False
MovieLens ml-latest-small,movie,James and the Giant Peach,2,False
MovieLens ml-latest-small,movie,Lost in Translation,8,False
MovieLens ml-latest-small,movie,Die Hard,8,False
MovieLens ml-latest-small,movie,Good Will Hunting,8,False
MovieLens ml-latest-small,movie,Amadeus,7,False
MovieLens ml-latest-small,movie,Candy,8,False
MovieLens ml-latest-small,movie,Fargo,8,False
MovieLens ml-latest-small,movie,Ghost Dog: The Way of the Samurai,10,False
MovieLens ml-latest-small,movie,"Fifth Element, The",10,False
MovieLens ml-latest-small,movie,Goodfellas,9,False
MovieLens ml-latest-small,movie,Westworld,6,False
MovieLens ml-latest-small,movie,Striptease,4,False
MovieLens ml-latest-small,movie,Fantastic Beasts and Where to Find Them,6,False
MovieLens ml-latest-small,movie,48 Hrs.,4,True
MovieLens ml-latest-small,movie,"Road Warrior, The (Mad Max 2)",8,False
MovieLens ml-latest-small,movie,Shine,8,False
MovieLens ml-latest-small,movie,Red Sonja,5,False
MovieLens ml-latest-small,movie,Jumpin' Jack Flash,6,False
MovieLens ml-latest-small,movie,Cast Away,7,True
MovieLens ml-latest-small,movie,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",10,False
MovieLens ml-latest-small,movie,"Girl Next Door, The (2004)",7,False
MovieLens ml-latest-small,movie,Titan A.E.,8,False
MovieLens ml-latest-small,movie,"Reader, The",7,True
MovieLens ml-latest-small,movie,Blown Away,8,False
MovieLens ml-latest-small,movie,Pitch Black,8,True
MovieLens ml-latest-small,movie,Safe (2012),8,False
MovieLens ml-latest-small,movie,Birdman: Or (The Unexpected Virtue of Ignorance),9,False
MovieLens ml-latest-small,movie,¡Three Amigos!,10,False
MovieLens ml-latest-small,movie,"Adventures of Priscilla, Queen of the Desert, The",6,True
MovieLens ml-latest-small,movie,"Remains of the Day, The",10,False
MovieLens ml-latest-small,movie,Dirty Dancing,9,True
MovieLens ml-latest-small,movie,Zero Effect,8,False
MovieLens ml-latest-small,movie,"Help, The",8,False
MovieLens ml-latest-small,movie,Gandhi,6,False
MovieLens ml-latest-small,movie,Only Lovers Left Alive,10,False
MovieLens ml-latest-small,movie,Sabrina (1995),6,False
MovieLens ml-latest-small,movie,"Green Mile, The",8,True
MovieLens ml-latest-small,movie,"Hurricane, The",6,False
MovieLens ml-latest-small,movie,Monsters University,8,False
MovieLens ml-latest-small,movie,"Da Vinci Code, The",6,False
MovieLens ml-latest-small,movie,Road to Perdition,8,False
MovieLens ml-latest-small,movie,"Producers, The (1968)",9,False
MovieLens ml-latest-small,movie,State Property 2,3,False
MovieLens ml-latest-small,movie,Blue Crush,6,False
MovieLens ml-latest-small,movie,Thirty-Two Short Films About Glenn Gould,8,False
MovieLens ml-latest-small,movie,Dumbo,7,False
MovieLens ml-latest-small,movie,Goldfinger,6,False
MovieLens ml-latest-small,movie,"Last King of Scotland, The",10,False
MovieLens ml-latest-small,movie,"Cell, The",7,True
MovieLens ml-latest-small,movie,Monty Python's The Meaning of Life,6,False
MovieLens ml-latest-small,movie,There's Something About Mary,6,False
MovieLens ml-latest-small,movie,Dumbo,10,False
MovieLens ml-latest-small,movie,Pocahontas,9,False
MovieLens ml-latest-small,movie,101 Dalmatians,5,False
MovieLens ml-latest-small,movie,Planet of the Apes (1968),10,False
MovieLens ml-latest-small,movie,Four Weddings and a Funeral,5,False
MovieLens ml-latest-small,movie,2001: A Space Odyssey,8,False
MovieLens ml-latest-small,movie,Cat Ballou,6,False
MovieLens ml-latest-small,movie,12 Years a Slave,9,True
MovieLens ml-latest-small,movie,X-Men: The Last Stand,5,False
MovieLens ml-latest-small,movie,Night at the Museum,8,False
MovieLens ml-latest-small,movie,Bend It Like Beckham,4,False
MovieLens ml-latest-small,movie,Leaving Las Vegas,2,False
MovieLens ml-latest-small,movie,"Matrix Revolutions, The",7,False
MovieLens ml-latest-small,movie,"Notorious Bettie Page, The",6,False
MovieLens ml-latest-small,movie,Cool Runnings,6,False
MovieLens ml-latest-small,movie,American Beauty,8,True
MovieLens ml-latest-small,movie,Lawrence of Arabia,10,False
MovieLens ml-latest-small,movie,Sleepless in Seattle,6,True
MovieLens ml-latest-small,movie,Easy A,8,False
MovieLens ml-latest-small,movie,Citizen Ruth,6,False
MovieLens ml-latest-small,movie,"People vs. Larry Flynt, The",8,True
MovieLens ml-latest-small,movie,Encino Man,4,False
MovieLens ml-latest-small,movie,Wet Hot American Summer,10,False
MovieLens ml-latest-small,movie,"Thomas Crown Affair, The (1999)",6,False
MovieLens ml-latest-small,movie,Mamma Mia!,4,False
MovieLens ml-latest-small,movie,Alien,10,False
MovieLens ml-latest-small,movie,Limitless,6,False
MovieLens ml-latest-small,movie,Sabrina (1995),8,False
MovieLens ml-latest-small,movie,Wayne's World,6,False
MovieLens ml-latest-small,movie,Deadpool,9,False
MovieLens ml-latest-small,movie,"First Beautiful Thing, The (La prima cosa bella)",8,False
MovieLens ml-latest-small,movie,White Men Can't Jump,6,False
MovieLens ml-latest-small,movie,Swiss Army Man,8,False
MovieLens ml-latest-small,movie,"Simpsons: The Longest Daycare, The",9,False
MovieLens ml-latest-small,movie,Six Degrees of Separation,6,False
MovieLens ml-latest-small,movie,Hidden Figures,8,False
MovieLens ml-latest-small,movie,Big Top Pee-Wee,4,False
MovieLens ml-latest-small,movie,Rise of the Planet of the Apes,1,False
MovieLens ml-latest-small,movie,Collateral,7,True
MovieLens ml-latest-small,movie,Close Range,6,False
MovieLens ml-latest-small,movie,"Rocker, The",3,False
MovieLens ml-latest-small,movie,"Beverly Hillbillies, The",4,False
MovieLens ml-latest-small,movie,Envy,6,False
MovieLens ml-latest-small,movie,War of the Worlds (2005),9,False
MovieLens ml-latest-small,movie,Home Alone 2: Lost in New York,2,False
MovieLens ml-latest-small,movie,Coco,4,False
MovieLens ml-latest-small,movie,Hook,7,False
MovieLens ml-latest-small,movie,White Man's Burden,6,False
MovieLens ml-latest-small,movie,Die Hard: With a Vengeance,8,False
MovieLens ml-latest-small,movie,Into the Wild,7,False
MovieLens ml-latest-small,movie,Deep Blue Sea,8,False
MovieLens ml-latest-small,movie,"Babysitter, The",6,False
MovieLens ml-latest-small,movie,Django Unchained,10,False
MovieLens ml-latest-small,movie,Troll 2,1,False
MovieLens ml-latest-small,movie,3:10 to Yuma (2007),10,False
MovieLens ml-latest-small,movie,Monty Python's The Meaning of Life,10,False
MovieLens ml-latest-small,movie,Strictly Ballroom,4,True
MovieLens ml-latest-small,movie,Teenage Mutant Ninja Turtles III,5,False
MovieLens ml-latest-small,movie,End of Days,7,False
MovieLens ml-latest-small,movie,"Mighty Ducks, The",8,False
MovieLens ml-latest-small,movie,Pi,7,True
MovieLens ml-latest-small,movie,Jungle2Jungle (a.k.a. Jungle 2 Jungle),4,False
MovieLens ml-latest-small,movie,"Princess Bride, The",8,False
MovieLens ml-latest-small,movie,"Quiet Man, The",4,False
MovieLens ml-latest-small,movie,"Hunchback of Notre Dame, The (1996)",8,False
MovieLens ml-latest-small,movie,Bones,2,False
MovieLens ml-latest-small,movie,8 1/2 (8½),6,False
MovieLens ml-latest-small,movie,Waking Ned Devine (a.k.a. Waking Ned),8,False
MovieLens ml-latest-small,movie,28 Days Later,7,False
MovieLens ml-latest-small,movie,"Boys from Brazil, The",6,False
MovieLens ml-latest-small,movie,Waitress,7,True
MovieLens ml-latest-small,movie,Cool Hand Luke,6,False
MovieLens ml-latest-small,movie,Manhattan,7,False
MovieLens ml-latest-small,movie,Hocus Pocus,6,False
MovieLens ml-latest-small,movie,"Amelie (Fabuleux destin d'Amélie Poulain, Le)",10,False
MovieLens ml-latest-small,movie,Babe,10,False
MovieLens ml-latest-small,movie,"Mask, The",2,False
MovieLens ml-latest-small,movie,"Avengers, The (2012)",10,False
MovieLens ml-latest-small,movie,Ip Man 2,1,False
MovieLens ml-latest-small,movie,"Others, The",6,False
MovieLens ml-latest-small,movie,Harold and Kumar Go to White Castle,8,False
MovieLens ml-latest-small,movie,Paperman,10,False
MovieLens ml-latest-small,movie,Snatch,6,False
MovieLens ml-latest-small,movie,Patch Adams,8,False
MovieLens ml-latest-small,movie,Men in Black (a.k.a. MIB),7,False
MovieLens ml-latest-small,movie,Cinderella (1950),6,True
MovieLens ml-latest-small,movie,"Cable Guy, The",1,False
MovieLens ml-latest-small,movie,"Silence of the Lambs, The",8,False
MovieLens ml-latest-small,movie,"Truman Show, The",8,False
MovieLens ml-latest-small,movie,"Grand Day Out with Wallace and Gromit, A",8,False
MovieLens ml-latest-small,movie,"40-Year-Old Virgin, The",10,False
MovieLens ml-latest-small,movie,Batman Begins,8,False
MovieLens ml-latest-small,movie,Showgirls,10,False
MovieLens ml-latest-small,movie,Star Trek VI: The Undiscovered Country,2,False
MovieLens ml-latest-small,movie,Embrace of the Serpent,7,False
MovieLens ml-latest-small,movie,Godzilla (1998),2,True
MovieLens ml-latest-small,movie,Sicario,9,False
MovieLens ml-latest-small,movie,Rain Man,6,False
MovieLens ml-latest-small,movie,Roman Holiday,6,False
MovieLens ml-latest-small,movie,Grease,8,False
MovieLens ml-latest-small,movie,Harry Potter and the Order of the Phoenix,6,False
MovieLens ml-latest-small,movie,Legally Blonde,7,False
MovieLens ml-latest-small,movie,Alien,8,False
MovieLens ml-latest-small,movie,American History X,8,True
MovieLens ml-latest-small,movie,The Lego Movie,10,False
MovieLens ml-latest-small,movie,Dances with Wolves,4,False
MovieLens ml-latest-small,movie,"Animal, The",4,False
MovieLens ml-latest-small,movie,Boxing Helena,2,False
MovieLens ml-latest-small,movie,Blackbeard's Ghost,6,True
MovieLens ml-latest-small,movie,22 Jump Street,8,False
MovieLens ml-latest-small,movie,Aladdin,9,True
MovieLens ml-latest-small,movie,Guess Who,3,True
MovieLens ml-latest-small,movie,Ghost,4,False
MovieLens ml-latest-small,movie,Mission: Impossible II,8,False
MovieLens ml-latest-small,movie,Midnight in Paris,6,True
MovieLens ml-latest-small,movie,Babel,6,False
MovieLens ml-latest-small,movie,Lost Highway,4,False
MovieLens ml-latest-small,movie,Boomerang,4,False
MovieLens ml-latest-small,movie,Lost in La Mancha,6,False
MovieLens ml-latest-small,movie,Star Wars: Episode I - The Phantom Menace,6,False
MovieLens ml-latest-small,movie,Multiplicity,6,False
MovieLens ml-latest-small,movie,"Magnificent Seven, The",7,False
MovieLens ml-latest-small,movie,"Family Man, The",6,True
MovieLens ml-latest-small,movie,Juno,8,False
MovieLens ml-latest-small,movie,101 Dalmatians,6,False
MovieLens ml-latest-small,movie,L.A. Confidential,9,False
MovieLens ml-latest-small,movie,Scary Movie 2,1,True
MovieLens ml-latest-small,movie,Spider-Man 2,8,True
MovieLens ml-latest-small,movie,Lord of War,5,False
MovieLens ml-latest-small,movie,"Maltese Falcon, The",10,False
MovieLens ml-latest-small,movie,"Perfect Storm, The",8,False
MovieLens ml-latest-small,movie,Better Off Dead...,10,False
MovieLens ml-latest-small,movie,For Love of the Game,4,False
MovieLens ml-latest-small,movie,"Cable Guy, The",6,False
MovieLens ml-latest-small,movie,"Out-of-Towners, The",4,False
MovieLens ml-latest-small,movie,Highlander,10,False
MovieLens ml-latest-small,movie,Bridesmaids,8,False
MovieLens ml-latest-small,movie,Donnie Brasco,7,False
MovieLens ml-latest-small,movie,Jeepers Creepers,6,False
MovieLens ml-latest-small,movie,Manhattan,6,False
MovieLens ml-latest-small,movie,Bone Tomahawk,9,False
MovieLens ml-latest-small,movie,In the Name of the Father,6,False
MovieLens ml-latest-small,movie,Halloween (1978),10,False
MovieLens ml-latest-small,movie,Jurassic Park,10,False
MovieLens ml-latest-small,movie,Lost Highway,1,False
MovieLens ml-latest-small,movie,Get Shorty,6,False
MovieLens ml-latest-small,movie,"Grifters, The",10,True
MovieLens ml-latest-small,movie,"River Runs Through It, A",10,False
MovieLens ml-latest-small,movie,Babe,2,False
MovieLens ml-latest-small,movie,Road Trip,7,False
MovieLens ml-latest-small,movie,"Birdcage, The",4,False
MovieLens ml-latest-small,movie,Abbott and Costello Meet Frankenstein,7,False
MovieLens ml-latest-small,movie,My Neighbor Totoro (Tonari no Totoro),10,True
MovieLens ml-latest-small,movie,Last Man Standing,6,False
MovieLens ml-latest-small,movie,Bruce Almighty,4,False
MovieLens ml-latest-small,movie,Stigmata,10,False
MovieLens ml-latest-small,movie,Schindler's List,5,False
MovieLens ml-latest-small,movie,"Knight's Tale, A",6,False
MovieLens ml-latest-small,movie,"Talented Mr. Ripley, The",8,False
MovieLens ml-latest-small,movie,Snatch,10,False
MovieLens ml-latest-small,movie,"40-Year-Old Virgin, The",6,True
MovieLens ml-latest-small,movie,On Her Majesty's Secret Service,8,True
MovieLens ml-latest-small,movie,"Limey, The",5,False
MovieLens ml-latest-small,movie,Enigma,5,True
MovieLens ml-latest-small,movie,Lilo & Stitch,9,False
MovieLens ml-latest-small,movie,O.J.: Made in America,9,False
MovieLens ml-latest-small,movie,"Godfather: Part II, The",8,False
MovieLens ml-latest-small,movie,Prince of Persia: The Sands of Time,8,False
MovieLens ml-latest-small,movie,"Downfall (Untergang, Der)",7,False
MovieLens ml-latest-small,movie,Death Proof,7,False
MovieLens ml-latest-small,movie,Spriggan (Supurigan),7,False
MovieLens ml-latest-small,movie,Rocket Singh: Salesman of the Year,8,False
MovieLens ml-latest-small,movie,"Firm, The (1993)",6,False
MovieLens ml-latest-small,movie,Pearl Harbor,7,False
MovieLens ml-latest-small,movie,Spanglish,4,True
MovieLens ml-latest-small,movie,Snow White and the Seven Dwarfs,10,True
MovieLens ml-latest-small,movie,Sneakers,6,False
MovieLens ml-latest-small,movie,F/X,6,False
MovieLens ml-latest-small,movie,Ace Ventura: When Nature Calls,7,False
MovieLens ml-latest-small,movie,The Legend of Tarzan,4,True
MovieLens ml-latest-small,movie,Godzilla (2014),7,False
MovieLens ml-latest-small,movie,Twelve Monkeys (a.k.a. 12 Monkeys),10,False
MovieLens ml-latest-small,movie,"Ladykillers, The (2004)",1,False
MovieLens ml-latest-small,movie,THX 1138,9,False
MovieLens ml-latest-small,movie,Bikini Beach,2,True
MovieLens ml-latest-small,movie,Star Trek: First Contact,6,False
MovieLens ml-latest-small,movie,Monty Python and the Holy Grail,4,False
MovieLens ml-latest-small,movie,Star Trek II: The Wrath of Khan,10,False
MovieLens ml-latest-small,movie,Final Fantasy: The Spirits Within,4,False
MovieLens ml-latest-small,movie,Valerian and the City of a Thousand Planets,4,False
MovieLens ml-latest-small,movie,"Changeling, The",5,True
MovieLens ml-latest-small,movie,Tiger Raid,4,False
MovieLens ml-latest-small,movie,Children of Men,3,False
MovieLens ml-latest-small,movie,Dances with Wolves,7,False
MovieLens ml-latest-small,movie,Must Love Dogs,1,False
MovieLens ml-latest-small,movie,Twelve Monkeys (a.k.a. 12 Monkeys),9,False
MovieLens ml-latest-small,movie,Somewhere in Time,4,False
MovieLens ml-latest-small,movie,Vertigo,8,True
MovieLens ml-latest-small,movie,Batman Forever,6,False
MovieLens ml-latest-small,movie,Saving Private Ryan,10,False
MovieLens ml-latest-small,movie,Talk Radio,6,False
MovieLens ml-latest-small,movie,Bad Girls,4,False
MovieLens ml-latest-small,movie,Fled,4,False
MovieLens ml-latest-small,movie,"Perez Family, The",6,False
MovieLens ml-latest-small,movie,Laws of Attraction,2,False
MovieLens ml-latest-small,movie,Superman II,4,False
MovieLens ml-latest-small,movie,Chicago,8,False
MovieLens ml-latest-small,movie,Kill Bill: Vol. 2,8,True
MovieLens ml-latest-small,movie,"World's End, The",8,False
MovieLens ml-latest-small,movie,On the Waterfront,9,True
MovieLens ml-latest-small,movie,Hide and Seek,2,False
MovieLens ml-latest-small,movie,Along Came a Spider,6,False
MovieLens ml-latest-small,movie,My Blue Heaven,6,False
MovieLens ml-latest-small,movie,Garden State,4,False
MovieLens ml-latest-small,movie,Moulin Rouge,10,True
MovieLens ml-latest-small,movie,Shakespeare in Love,2,False
MovieLens ml-latest-small,movie,Guess Who's Coming to Dinner,10,False
MovieLens ml-latest-small,movie,Hairspray (1988),6,False
MovieLens ml-latest-small,movie,Paul Blart: Mall Cop 2,7,False
MovieLens ml-latest-small,movie,Drowning Mona,4,False
MovieLens ml-latest-small,movie,3:10 to Yuma (2007),6,True
MovieLens ml-latest-small,movie,Wayne's World,5,False
MovieLens ml-latest-small,movie,Von Ryan's Express,7,False
MovieLens ml-latest-small,movie,Enemy Mine,9,False
MovieLens ml-latest-small,movie,Ip Man 2,7,True
MovieLens ml-latest-small,movie,Flatliners,5,True
MovieLens ml-latest-small,movie,Star Trek: The Motion Picture,6,False
MovieLens ml-latest-small,movie,Across the Universe,6,False
MovieLens ml-latest-small,movie,Gattaca,7,True
MovieLens ml-latest-small,movie,Mission: Impossible,6,False
MovieLens ml-latest-small,movie,"Treasure of the Sierra Madre, The",10,True
MovieLens ml-latest-small,movie,King Kong (1933),10,False
MovieLens ml-latest-small,movie,Night at the Museum: Secret of the Tomb,7,False
MovieLens ml-latest-small,movie,"I, Robot",7,False
MovieLens ml-latest-small,movie,Rumor Has It...,6,False
MovieLens ml-latest-small,movie,One Flew Over the Cuckoo's Nest,10,False
MovieLens ml-latest-small,movie,Boys Don't Cry,6,False
MovieLens ml-latest-small,movie,Twister (1996),2,False
MovieLens ml-latest-small,movie,"Legend of Bagger Vance, The",7,False
MovieLens ml-latest-small,movie,"Night at the Opera, A",7,False
MovieLens ml-latest-small,movie,Requiem for a Dream,8,False
MovieLens ml-latest-small,movie,Frozen (2013),7,False
MovieLens ml-latest-small,movie,"Man in the Iron Mask, The",8,False
MovieLens ml-latest-small,movie,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),6,True
MovieLens ml-latest-small,movie,GoldenEye,4,False
MovieLens ml-latest-small,movie,Local Hero,8,False
MovieLens ml-latest-small,movie,Hot Fuzz,9,False
MovieLens ml-latest-small,movie,"Wizard of Oz, The",8,False
MovieLens ml-latest-small,movie,"Postman, The (Postino, Il)",8,False
MovieLens ml-latest-small,movie,Memoirs of a Geisha,7,False
MovieLens ml-latest-small,movie,"Horse Whisperer, The",7,False
MovieLens ml-latest-small,movie,Letters from Iwo Jima,7,False
MovieLens ml-latest-small,movie,Inception,10,False
MovieLens ml-latest-small,movie,"Lot Like Love, A",7,False
MovieLens ml-latest-small,movie,Varsity Blues,4,False
MovieLens ml-latest-small,movie,Willy Wonka & the Chocolate Factory,8,False
MovieLens ml-latest-small,movie,Sin City,9,False
MovieLens ml-latest-small,movie,Land Before Time III: The Time of the Great Giving,6,False
MovieLens ml-latest-small,movie,Superman,5,False
MovieLens ml-latest-small,movie,Billy Madison,4,False
MovieLens ml-latest-small,movie,A Silent Voice,10,False
MovieLens ml-latest-small,movie,Bowfinger,5,False
MovieLens ml-latest-small,movie,"League of Their Own, A",8,True
MovieLens ml-latest-small,movie,"Amelie (Fabuleux destin d'Amélie Poulain, Le)",9,True
MovieLens ml-latest-small,movie,Rosemary's Baby,9,False
MovieLens ml-latest-small,movie,Leave It to Beaver,4,True
MovieLens ml-latest-small,movie,Moneyball,8,False
MovieLens ml-latest-small,movie,Sin City,10,False
MovieLens ml-latest-small,movie,Mrs. Doubtfire,8,False
MovieLens ml-latest-small,movie,Maelström,8,False
MovieLens ml-latest-small,movie,Rocky,10,True
MovieLens ml-latest-small,movie,Cliffhanger,6,True
MovieLens ml-latest-small,movie,Total Recall (1990),10,True
MovieLens ml-latest-small,movie,Taxi Driver,10,True
MovieLens ml-latest-small,movie,"Sixth Sense, The",10,False
MovieLens ml-latest-small,movie,Star Trek: The Motion Picture,8,False
MovieLens ml-latest-small,movie,Pulp Fiction,8,True
MovieLens ml-latest-small,movie,Star Wars: Episode IV - A New Hope,10,False
MovieLens ml-latest-small,movie,Good Will Hunting,7,True
MovieLens ml-latest-small,movie,Pirates of the Caribbean: On Stranger Tides,10,True
MovieLens ml-latest-small,movie,Searching for Bobby Fischer,6,False
MovieLens ml-latest-small,movie,Jackie Brown,8,False
MovieLens ml-latest-small,movie,"Color Purple, The",8,False
MovieLens ml-latest-small,movie,Spotlight,8,False
MovieLens ml-latest-small,movie,Blow,6,False
MovieLens ml-latest-small,movie,Back to the Future Part II,6,False
MovieLens ml-latest-small,movie,Blazing Saddles,8,False
MovieLens ml-latest-small,movie,Austin Powers: The Spy Who Shagged Me,6,False
MovieLens ml-latest-small,movie,Stir of Echoes,8,False
MovieLens ml-latest-small,movie,Chicken Little,8,False
MovieLens ml-latest-small,movie,Igby Goes Down,3,True
MovieLens ml-latest-small,movie,Oliver!,6,False
MovieLens ml-latest-small,movie,Unprecedented: The 2000 Presidential Election,7,True
MovieLens ml-latest-small,movie,Home Alone 2: Lost in New York,10,False
MovieLens ml-latest-small,movie,"Last Dragon, The",2,False
MovieLens ml-latest-small,movie,Dangerous Minds,4,False
MovieLens ml-latest-small,movie,"Godzilla, King of the Monsters! (Kaijû-ô Gojira)",6,False
MovieLens ml-latest-small,movie,Olympus Has Fallen,7,False
MovieLens ml-latest-small,movie,"New World, The",6,False
MovieLens ml-latest-small,movie,Saving Private Ryan,8,False
MovieLens ml-latest-small,movie,Thursday,8,False
MovieLens ml-latest-small,movie,"Blues Brothers, The",10,False
MovieLens ml-latest-small,movie,Heat,7,False
MovieLens ml-latest-small,movie,Robin Hood (1973),6,False
MovieLens ml-latest-small,movie,Happy Gilmore,8,False
MovieLens ml-latest-small,movie,Ghostbusters II,8,False
MovieLens ml-latest-small,movie,Stan Helsing,2,False
MovieLens ml-latest-small,movie,Desperado,10,False
MovieLens ml-latest-small,movie,42nd Street,10,True
MovieLens ml-latest-small,movie,"Big Lebowski, The",2,False
MovieLens ml-latest-small,movie,Far from Heaven,5,False
MovieLens ml-latest-small,movie,Following,7,False
MovieLens ml-latest-small,movie,"Big Blue, The (Grand bleu, Le)",6,False
MovieLens ml-latest-small,movie,Tremors II: Aftershocks,7,False
MovieLens ml-latest-small,movie,Bridget Jones: The Edge of Reason,6,False
MovieLens ml-latest-small,movie,"Mummy, The (1999)",1,False
MovieLens ml-latest-small,movie,"Graduate, The",6,False
MovieLens ml-latest-small,movie,Twelfth Night,6,True
MovieLens ml-latest-small,movie,Red,6,False
MovieLens ml-latest-small,movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2,False
MovieLens ml-latest-small,movie,My Favorite Martian,6,False
MovieLens ml-latest-small,movie,Animal Crackers,8,False
MovieLens ml-latest-small,movie,Bananas,7,False
MovieLens ml-latest-small,movie,Ace Ventura: Pet Detective,10,False
MovieLens ml-latest-small,movie,Yojimbo,9,True
MovieLens ml-latest-small,movie,Midnight in Paris,7,False
MovieLens ml-latest-small,movie,Little Shop of Horrors,6,True
MovieLens ml-latest-small,movie,Sunset Blvd. (a.k.a. Sunset Boulevard),10,False
MovieLens ml-latest-small,movie,Mighty Morphin Power Rangers: The Movie,2,False
MovieLens ml-latest-small,movie,Team America: World Police,6,True
MovieLens ml-latest-small,movie,Risky Business,7,True
MovieLens ml-latest-small,movie,"Life Aquatic with Steve Zissou, The",10,False
MovieLens ml-latest-small,movie,Love Actually,7,False
MovieLens ml-latest-small,movie,"Book of Eli, The",7,False
MovieLens ml-latest-small,movie,"Paper, The",8,False
MovieLens ml-latest-small,movie,Back to the Future,10,False
MovieLens ml-latest-small,movie,Independence Day (a.k.a. ID4),8,False
MovieLens ml-latest-small,movie,Stargate,4,True
MovieLens ml-latest-small,movie,Quiz Show,6,False
