sessionId,sourceIndex,exercise,setNumber,reps,weightKg
52,993,snatch,7,1,70
52,994,clean_and_jerk,1,2,50
52,995,clean_and_jerk,2,2,60
52,996,clean_and_jerk,3,2,70
52,997,clean_and_jerk,4,2,80
52,998,clean_and_jerk,5,2,80
52,999,clean_and_jerk,6,2,80
52,1000,clean_and_jerk,7,2,90
52,1001,squat,1,5,50
52,1002,squat,2,3,70
52,1003,squat,3,3,80
52,1004,squat,4,3,90
52,1005,squat,5,3,100
52,1006,squat,6,3,100
52,1007,squat,7,3,100
52,1008,squat,8,3,100
53,1009,snatch,1,4,40
53,1010,snatch,2,4,40
53,1011,snatch,3,4,50
53,1012,snatch,4,2,60
53,1013,snatch,5,2,60
53,1014,snatch,6,1,70
53,1015,snatch,7,1,70
53,1016,snatch,8,1,60
53,1017,snatch,9,1,65
53,1018,snatch,10,1,70
53,1019,clean_and_jerk,1,3,50
53,1020,clean_and_jerk,2,3,60
53,1021,clean_and_jerk,3,3,70
53,1022,clean_and_jerk,4,2,80
53,1023,clean_and_jerk,5,2,90
53,1024,clean_and_jerk,6,1,95
53,1025,clean_and_jerk,7,1,100
53,1026,clean_pull,1,2,110
53,1027,clean_pull,2,2,110
53,1028,clean_pull,3,2,110
53,1029,squat,1,5,50
53,1030,squat,2,3,70
53,1031,squat,3,3,90
53,1032,squat,4,3,100
53,1033,squat,5,3,110
53,1034,squat,6,3,110
53,1035,squat,7,3,110
53,1036,squat,8,3,110
54,1037,snatch,1,4,40
54,1038,snatch,2,4,40
54,1039,snatch,3,4,50
54,1040,snatch,4,2,60
54,1041,snatch,5,1,70
54,1042,snatch,6,2,70
54,1043,snatch,7,1,70
54,1044,snatch,8,1,70
54,1045,snatch,9,1,70
54,1046,clean_and_jerk,1,5,50
54,1047,clean_and_jerk,2,4,60
54,1048,clean_and_jerk,3,4,70
54,1049,clean_and_jerk,4,2,80
54,1050,clean_and_jerk,5,2,90
54,1051,clean_and_jerk,6,1,95
54,1052,front_squat,1,2,50
54,1053,front_squat,2,2,70
54,1054,front_squat,3,2,80
54,1055,front_squat,4,2,90
54,1056,front_squat,5,2,90
54,1057,front_squat,6,2,90
54,1058,front_squat,7,2,90
54,1059,squat,1,3,100
54,1060,squat,2,3,100
54,1061,bench,1,10,20
54,1062,bench,2,6,40
54,1063,bench,3,6,40
54,1064,bench,4,5,50
54,1065,bench,5,3,60
54,1066,bench,6,3,60
54,1067,bench,7,3,60
55,1068,snatch,1,4,40
55,1069,snatch,2,5,40
55,1070,snatch,3,4,50
55,1071,snatch,4,4,50
55,1072,snatch,5,3,60
55,1073,snatch,6,3,65
55,1074,snatch,7,1,70
55,1075,snatch,8,1,70
55,1076,clean_and_jerk,1,5,50
55,1077,clean_and_jerk,2,4,60
55,1078,clean_and_jerk,3,4,70
55,1079,clean_and_jerk,4,2,80
55,1080,clean_and_jerk,5,2,90
55,1081,clean_and_jerk,6,1,95
55,1082,clean_and_jerk,7,1,100
55,1083,squat,1,5,50
55,1084,squat,2,3,80
55,1085,squat,3,2,90
55,1086,squat,4,2,100
55,1087,squat,5,2,110
55,1088,squat,6,2,110
55,1089,squat,7,1,120
55,1090,squat,8,1,120
55,1091,front_squat,1,3,90
55,1092,front_squat,2,3,90
55,1093,front_squat,3,3,100
55,1094,split_jerk,1,8,20
55,1095,split_jerk,2,5,40
55,1096,split_jerk,3,4,50
55,1097,split_jerk,4,4,60
55,1098,split_jerk,5,4,60
55,1099,split_jerk,6,4,60
56,1100,snatch,1,4,40
56,1101,snatch,2,4,40
56,1102,snatch,3,4,50
56,1103,snatch,4,4,50
56,1104,snatch,5,2,60
56,1105,snatch,6,2,60
56,1106,snatch,7,1,65
56,1107,snatch,8,1,70
56,1108,snatch,9,1,75
56,1109,clean_and_jerk,1,5,50
56,1110,clean_and_jerk,2,4,60
56,1111,clean_and_jerk,3,4,70
56,1112,clean_and_jerk,4,2,80
56,1113,clean_and_jerk,5,1,90
56,1114,clean_and_jerk,6,1,95
56,1115,squat,1,3,50
56,1116,squat,2,3,70
56,1117,squat,3,2,90
56,1118,squat,4,2,100
56,1119,squat,5,2,110
56,1120,squat,6,2,110
56,1121,squat,7,2,110
56,1122,squat,8,2,110
57,1123,snatch,1,4,40
57,1124,snatch,2,4,40
57,1125,snatch,3,3,50
57,1126,snatch,4,2,50
57,1127,snatch,5,2,60
57,1128,snatch,6,2,70
57,1129,snatch,7,2,70
57,1130,snatch,8,2,60
57,1131,snatch,9,1,70
57,1132,snatch,10,1,71
57,1133,clean_and_jerk,1,4,50
57,1134,clean_and_jerk,2,2,70
57,1135,clean_and_jerk,3,2,80
57,1136,clean_and_jerk,4,1,90
57,1137,clean_and_jerk,5,1,100
57,1138,clean_and_jerk,6,2,80
57,1139,clean_and_jerk,7,2,80
57,1140,clean_and_jerk,8,2,80
57,1141,squat,1,5,50
57,1142,squat,2,3,70
57,1143,squat,3,3,80
57,1144,squat,4,3,90
57,1145,squat,5,2,100
57,1146,squat,6,2,110
57,1147,squat,7,2,110
57,1148,squat,8,2,110
57,1149,squat,9,2,110
58,1150,snatch,1,5,40
58,1151,snatch,2,3,40
58,1152,snatch,3,3,50
58,1153,snatch,4,2,60
58,1154,snatch,5,2,70
58,1155,snatch,6,2,70
58,1156,snatch,7,1,75
58,1157,clean_and_jerk,1,3,50
58,1158,clean_and_jerk,2,2,70
58,1159,clean_and_jerk,3,2,80
58,1160,clean_and_jerk,4,1,90
58,1161,clean_and_jerk,5,1,100
58,1162,squat,1,5,50
58,1163,squat,2,3,70
58,1164,squat,3,3,90
58,1165,squat,4,2,100
58,1166,squat,5,2,110
58,1167,squat,6,2,110
58,1168,squat,7,2,110
58,1169,squat,8,2,110
59,1170,snatch,1,3,40
59,1171,snatch,2,3,40
59,1172,snatch,3,3,50
59,1173,snatch,4,1,60
59,1174,snatch,5,1,65
59,1175,snatch,6,1,65
59,1176,snatch,7,1,70
59,1177,snatch,8,1,70
59,1178,clean_and_jerk,1,3,50
59,1179,clean_and_jerk,2,3,60
59,1180,clean_and_jerk,3,1,70
59,1181,clean_and_jerk,4,1,80
59,1182,clean_and_jerk,5,1,90
59,1183,clean_and_jerk,6,1,95
59,1184,squat,1,5,50
59,1185,squat,2,3,70
59,1186,squat,3,3,80
59,1187,squat,4,3,90
59,1188,squat,5,3,90
59,1189,squat,6,3,90
60,1190,squat,1,8,40
60,1191,squat,2,6,50
60,1192,squat,3,6,50
60,1193,squat,4,3,70
60,1194,squat,5,3,90
60,1195,squat,6,3,90
60,1196,squat,7,2,110
60,1197,squat,8,2,100
60,1198,snatch,1,4,40
60,1199,snatch,2,4,40
60,1200,snatch,3,3,50
60,1201,snatch,4,3,50
60,1202,snatch,5,2,55
60,1203,snatch,6,2,55
60,1204,snatch,7,2,55
60,1205,clean_and_jerk,1,5,40
60,1206,clean_and_jerk,2,5,40
60,1207,clean_and_jerk,3,4,50
60,1208,clean_and_jerk,4,4,50
60,1209,clean_and_jerk,5,4,60
60,1210,clean_and_jerk,6,3,70
60,1211,clean_and_jerk,7,3,70
60,1212,clean_and_jerk,8,1,75
60,1213,clean_and_jerk,9,1,80
60,1214,clean_and_jerk,10,1,85
60,1215,snatch_pull,1,10,20
60,1216,snatch_pull,2,10,20
60,1217,snatch_pull,3,10,20
60,1218,snatch_pull,4,10,20
60,1219,snatch_pull,5,10,20
61,1220,snatch,1,3,40
61,1221,snatch,2,3,40
61,1222,snatch,3,3,50
61,1223,snatch,4,2,60
61,1224,snatch,5,2,65
61,1225,snatch,6,2,70
61,1226,snatch,7,2,70
61,1227,snatch,8,2,70
61,1228,clean_and_jerk,1,3,50
61,1229,clean_and_jerk,2,3,60
61,1230,clean_and_jerk,3,3,70
61,1231,clean_and_jerk,4,2,80
61,1232,clean_and_jerk,5,1,90
61,1233,clean_and_jerk,6,1,90
61,1234,squat,1,4,50
61,1235,squat,2,4,70
61,1236,squat,3,3,90
61,1237,squat,4,2,110
61,1238,squat,5,2,110
61,1239,squat,6,2,110
61,1240,squat,7,2,110
62,1241,snatch,1,4,40
62,1242,snatch,2,4,40
62,1243,snatch,3,3,50
62,1244,snatch,4,3,50
62,1245,snatch,5,3,60
62,1246,snatch,6,2,65
62,1247,snatch,7,1,70
62,1248,snatch,8,1,70
62,1249,snatch,9,1,70
62,1250,clean_and_jerk,1,3,50
62,1251,clean_and_jerk,2,3,60
62,1252,clean_and_jerk,3,2,70
62,1253,clean_and_jerk,4,2,80
62,1254,clean_and_jerk,5,2,90
62,1255,clean_and_jerk,6,2,90
62,1256,clean_and_jerk,7,1,95
62,1257,squat,1,5,50
62,1258,squat,2,3,70
62,1259,squat,3,3,90
62,1260,squat,4,2,100
62,1261,squat,5,2,110
62,1262,squat,6,2,110
62,1263,squat,7,2,110
62,1264,squat,8,2,110
63,1265,snatch,1,4,40
63,1266,snatch,2,4,40
63,1267,snatch,3,3,50
63,1268,snatch,4,2,60
63,1269,snatch,5,2,70
63,1270,snatch,6,2,70
63,1271,clean_and_jerk,1,4,40
63,1272,clean_and_jerk,2,3,50
63,1273,clean_and_jerk,3,3,60
63,1274,clean_and_jerk,4,2,70
63,1275,clean_and_jerk,5,2,70
63,1276,clean_and_jerk,6,2,80
63,1277,clean_and_jerk,7,1,85
63,1278,clean_and_jerk,8,1,90
63,1279,clean_and_jerk,9,1,90
63,1280,squat,1,5,50
63,1281,squat,2,5,70
63,1282,squat,3,3,90
63,1283,squat,4,2,100
63,1284,squat,5,2,110
63,1285,squat,6,2,110
63,1286,squat,7,2,110
63,1287,squat,8,2,110
63,1288,front_squat,1,3,90
63,1289,front_squat,2,3,90
63,1290,front_squat,3,2,100
64,1291,snatch,1,5,20
64,1292,snatch,2,4,40
64,1293,snatch,3,4,50
64,1294,snatch,4,4,50
64,1295,snatch,5,4,50
64,1296,snatch,6,4,50
64,1297,clean_and_jerk,1,5,20
64,1298,clean_and_jerk,2,4,50
64,1299,clean_and_jerk,3,3,60
64,1300,clean_and_jerk,4,4,70
64,1301,clean_and_jerk,5,4,70
64,1302,clean_and_jerk,6,4,70
64,1303,clean_and_jerk,7,4,70
64,1304,squat,1,5,50
64,1305,squat,2,5,70
64,1306,squat,3,3,90
64,1307,squat,4,3,100
64,1308,squat,5,3,100
64,1309,squat,6,3,100
64,1310,squat,7,3,100
65,1311,squat,1,8,50
65,1312,squat,2,5,60
65,1313,squat,3,3,70
65,1314,squat,4,3,80
65,1315,squat,5,3,90
65,1316,squat,6,4,100
65,1317,squat,7,4,100
65,1318,squat,8,4,100
65,1319,squat,9,4,100
65,1320,squat,10,4,100
65,1321,push_up,1,10,
65,1322,push_up,2,10,
65,1323,push_up,3,10,
66,1324,snatch,1,5,20
66,1325,snatch,2,4,40
66,1326,snatch,3,3,40
66,1327,snatch,4,3,50
66,1328,snatch,5,3,50
66,1329,snatch,6,2,60
66,1330,snatch,7,2,60
66,1331,snatch,8,2,70
66,1332,snatch,9,1,75
66,1333,snatch,10,1,75
66,1334,clean_and_jerk,1,4,50
66,1335,clean_and_jerk,2,4,50
66,1336,clean_and_jerk,3,2,70
66,1337,clean_and_jerk,4,1,80
66,1338,clean_and_jerk,5,1,90
66,1339,clean_and_jerk,6,1,95
66,1340,clean_and_jerk,7,1,100
66,1341,split_jerk,1,6,20
66,1342,split_jerk,2,6,20
66,1343,split_jerk,3,5,40
66,1344,split_jerk,4,5,50
66,1345,split_jerk,5,5,50
66,1346,split_jerk,6,5,50
67,1348,crunch,1,25,
67,1349,ohp,1,20,12
67,1350,good_morning,1,15,20
67,1351,squat,1,10,20
67,1352,squat,2,5,40
67,1353,squat,3,5,50
67,1354,squat,4,3,70
67,1355,squat,5,3,80
67,1356,squat,6,4,90
67,1357,squat,7,5,100
67,1358,squat,8,5,100
67,1359,squat,9,5,100
67,1360,squat,10,5,100
67,1361,squat,11,5,100
67,1362,push_up,1,10,
67,1363,push_up,2,10,
67,1364,push_up,3,10,
67,1365,push_up,4,10,
68,1367,crunch,1,25,
68,1368,good_morning,1,15,20
68,1369,snatch,1,5,20
68,1370,snatch,2,3,40
68,1371,snatch,3,3,40
68,1372,snatch,4,2,50
68,1373,snatch,5,2,50
68,1374,snatch,6,2,60
68,1375,snatch,7,2,60
68,1376,snatch,8,1,70
68,1377,snatch,9,1,70
68,1378,snatch,10,2,65
68,1379,snatch,11,2,65
68,1380,snatch,12,2,65
68,1381,clean_and_jerk,1,4,40
68,1382,clean_and_jerk,2,2,50
68,1383,clean_and_jerk,3,2,70
68,1384,clean_and_jerk,4,2,80
68,1385,clean_and_jerk,5,1,80
68,1386,clean_and_jerk,6,1,90
68,1387,clean_and_jerk,7,1,95
68,1388,squat,1,10,20
68,1389,squat,2,5,50
68,1390,squat,3,4,70
68,1391,squat,4,3,90
68,1392,squat,5,2,100
68,1393,squat,6,2,110
68,1394,squat,7,2,120
68,1395,ohp,1,20,5
68,1396,ohp,2,4,40
68,1397,ohp,3,4,40
68,1398,ohp,4,4,40
68,1399,ohp,5,3,50
69,1401,crunch,1,25,
69,1402,good_morning,1,15,20
69,1403,snatch,1,5,20
69,1404,snatch,2,3,40
69,1405,snatch,3,3,40
69,1406,snatch,4,3,50
69,1407,snatch,5,3,50
69,1408,snatch,6,2,60
69,1409,snatch,7,2,60
69,1410,snatch,8,1,65
69,1411,snatch,9,1,70
69,1412,clean_and_jerk,1,4,40
69,1413,clean_and_jerk,2,2,50
69,1414,clean_and_jerk,3,2,70
69,1415,clean_and_jerk,4,2,70
69,1416,clean_and_jerk,5,2,80
69,1417,clean_and_jerk,6,1,90
69,1418,squat,1,6,50
69,1419,squat,2,4,70
69,1420,squat,3,3,90
69,1421,squat,4,3,100
69,1422,squat,5,2,110
69,1423,squat,6,2,110
69,1424,squat,7,2,110
69,1425,squat,8,2,110
69,1426,front_squat,1,3,90
69,1427,front_squat,2,3,90
69,1428,front_squat,3,2,100
70,1430,crunch,1,25,
70,1431,snatch,1,5,20
70,1432,snatch,2,3,40
70,1433,snatch,3,3,40
70,1434,snatch,4,3,50
70,1435,snatch,5,3,50
70,1436,snatch,6,2,60
70,1437,snatch,7,2,60
70,1438,snatch,8,2,65
70,1439,snatch,9,2,70
70,1440,clean_and_jerk,1,3,50
70,1441,clean_and_jerk,2,3,50
70,1442,clean_and_jerk,3,2,70
70,1443,clean_and_jerk,4,2,70
70,1444,clean_and_jerk,5,2,80
70,1445,clean_and_jerk,6,1,90
70,1446,clean_and_jerk,7,1,95
70,1447,clean_and_jerk,8,1,90
70,1448,squat,1,6,50
70,1449,squat,2,4,70
70,1450,squat,3,3,90
70,1451,squat,4,3,100
70,1452,squat,5,2,110
70,1453,squat,6,2,110
70,1454,squat,7,2,110
70,1455,squat,8,2,110
71,1457,good_morning,1,15,20
71,1458,crunch,1,25,
71,1459,snatch,1,10,20
71,1460,snatch,2,4,40
71,1461,snatch,3,3,40
71,1462,snatch,4,3,50
71,1463,snatch,5,3,50
71,1464,snatch,6,2,60
71,1465,snatch,7,2,60
71,1466,snatch,8,1,70
71,1467,snatch,9,1,75
71,1468,clean_and_jerk,1,3,50
71,1469,clean_and_jerk,2,2,70
71,1470,clean_and_jerk,3,2,70
71,1471,clean_and_jerk,4,1,80
71,1472,clean_and_jerk,5,1,90
71,1473,clean_and_jerk,6,1,95
71,1474,squat,1,5,50
71,1475,squat,2,5,70
71,1476,squat,3,3,90
71,1477,squat,4,3,100
71,1478,squat,5,3,110
71,1479,squat,6,3,110
71,1480,squat,7,3,110
71,1481,squat,8,3,110
72,1483,crunch,1,25,
72,1484,good_morning,1,15,20
72,1485,hang_snatch,1,5,20
72,1486,hang_snatch,2,3,40
72,1487,hang_snatch,3,3,40
72,1488,hang_snatch,4,3,50
72,1489,hang_snatch,5,3,50
72,1490,hang_snatch,6,3,60
72,1491,hang_snatch,7,3,60
72,1492,hang_snatch,8,3,60
72,1493,hang_snatch,9,3,60
72,1494,hang_clean,1,5,20
72,1495,hang_clean,2,3,50
72,1496,hang_clean,3,3,70
72,1497,hang_clean,4,3,80
72,1498,hang_clean,5,3,80
72,1499,hang_clean,6,3,80
72,1500,hang_clean,7,3,80
72,1501,snatch_pull,1,4,70
72,1502,snatch_pull,2,4,80
72,1503,snatch_pull,3,4,80
72,1504,snatch_pull,4,4,90
72,1505,snatch_pull,5,4,90
73,1507,crunch,1,25,
73,1508,good_morning,1,15,20
73,1509,snatch,1,5,20
73,1510,snatch,2,4,40
73,1511,snatch,3,4,40
73,1512,snatch,4,3,50
73,1513,snatch,5,3,50
73,1514,snatch,6,2,60
73,1515,snatch,7,2,60
73,1516,snatch,8,1,65
73,1517,snatch,9,1,70
73,1518,snatch,10,1,70
73,1519,clean_and_jerk,1,3,50
73,1520,clean_and_jerk,2,1,60
73,1521,clean_and_jerk,3,1,60
73,1522,clean_and_jerk,4,2,70
73,1523,clean_and_jerk,5,2,70
73,1524,clean_and_jerk,6,1,80
73,1525,clean_and_jerk,7,1,85
73,1526,clean_and_jerk,8,1,90
73,1527,clean_and_jerk,9,1,95
73,1528,squat,1,5,50
73,1529,squat,2,3,70
73,1530,squat,3,3,90
73,1531,squat,4,3,100
73,1532,squat,5,3,110
73,1533,squat,6,3,110
73,1534,squat,7,3,110
73,1535,squat,8,3,110
74,1537,crunch,1,25,
74,1538,good_morning,1,15,20
74,1539,snatch,1,5,20
74,1540,snatch,2,4,40
74,1541,snatch,3,4,40
74,1542,snatch,4,3,50
74,1543,snatch,5,3,50
74,1544,snatch,6,2,60
74,1545,snatch,7,1,70
74,1546,snatch,8,1,75
74,1547,snatch,9,1,75
74,1548,clean_and_jerk,1,3,50
74,1549,clean_and_jerk,2,3,50
74,1550,clean_and_jerk,3,2,70
74,1551,clean_and_jerk,4,2,70
74,1552,clean_and_jerk,5,1,80
74,1553,clean_and_jerk,6,1,90
74,1554,clean_and_jerk,7,1,95
74,1555,clean_and_jerk,8,1,100
74,1556,clean_and_jerk,9,1,100
74,1557,squat,1,5,50
74,1558,squat,2,3,70
74,1559,squat,3,3,90
74,1560,squat,4,3,100
74,1561,squat,5,3,110
74,1562,squat,6,3,110
74,1563,squat,7,2,120
74,1564,squat,8,3,110
75,1566,crunch,1,25,
75,1567,good_morning,1,15,20
75,1568,clean_and_jerk,1,3,40
75,1569,clean_and_jerk,2,3,40
75,1570,clean_and_jerk,3,2,50
75,1571,clean_and_jerk,4,2,60
75,1572,clean_and_jerk,5,2,70
75,1573,clean_and_jerk,6,2,80
75,1574,clean_and_jerk,7,1,90
75,1575,clean_and_jerk,8,1,95
75,1576,clean_and_jerk,9,1,100
75,1577,snatch,1,4,40
75,1578,snatch,2,4,40
75,1579,snatch,3,3,50
75,1580,snatch,4,3,50
75,1581,snatch,5,2,60
75,1582,snatch,6,1,70
75,1583,snatch,7,1,70
75,1584,snatch,8,1,75
75,1585,snatch,9,1,77.5
75,1586,snatch,10,2,70
75,1587,snatch,11,2,70
75,1588,front_squat,1,5,50
75,1589,front_squat,2,3,70
75,1590,front_squat,3,3,80
75,1591,front_squat,4,3,90
75,1592,front_squat,5,3,100
75,1593,front_squat,6,3,100
75,1594,front_squat,7,3,100
75,1595,front_squat,8,3,100
76,1597,crunch,1,25,
76,1598,good_morning,1,15,20
76,1599,hang_snatch,1,5,20
76,1600,hang_snatch,2,4,40
76,1601,hang_snatch,3,3,50
76,1602,hang_snatch,4,3,60
76,1603,hang_snatch,5,3,60
76,1604,hang_snatch,6,3,60
76,1605,hang_snatch,7,2,65
76,1606,hang_snatch,8,2,65
76,1607,hang_snatch,9,1,70
76,1608,hang_clean,1,5,20
76,1609,hang_clean,2,3,50
76,1610,hang_clean,3,2,60
76,1611,hang_clean,4,3,70
76,1612,hang_clean,5,3,80
76,1613,hang_clean,6,3,80
76,1614,hang_clean,7,3,80
76,1615,squat,1,5,60
76,1616,squat,2,3,80
76,1617,squat,3,3,100
76,1618,squat,4,3,110
76,1619,squat,5,3,110
76,1620,squat,6,3,110
76,1621,squat,7,3,110
77,1623,crunch,1,25,
77,1624,good_morning,1,15,20
77,1625,snatch,1,5,20
77,1626,snatch,2,4,40
77,1627,snatch,3,3,50
77,1628,snatch,4,3,50
77,1629,snatch,5,2,60
77,1630,snatch,6,2,60
77,1631,snatch,7,1,70
77,1632,snatch,8,1,70
77,1633,snatch,9,1,70
77,1634,clean_and_jerk,1,3,50
77,1635,clean_and_jerk,2,2,60
77,1636,clean_and_jerk,3,2,70
77,1637,clean_and_jerk,4,2,80
77,1638,clean_and_jerk,5,1,90
77,1639,clean_and_jerk,6,1,90
77,1640,front_squat,1,3,60
77,1641,front_squat,2,3,80
77,1642,front_squat,3,3,90
77,1643,front_squat,4,3,100
77,1644,front_squat,5,3,100
77,1645,front_squat,6,3,100
78,1647,crunch,1,25,
78,1648,good_morning,1,15,20
78,1649,power_snatch,1,5,20
78,1650,power_snatch,2,4,40
78,1651,power_snatch,3,3,50
78,1652,power_snatch,4,3,60
78,1653,power_snatch,5,3,60
78,1654,power_snatch,6,3,65
78,1655,power_snatch,7,1,70
78,1656,power_snatch,8,1,75
78,1657,power_clean,1,3,50
78,1658,power_clean,2,3,60
78,1659,power_clean,3,3,70
78,1660,power_clean,4,3,80
78,1661,power_clean,5,3,80
78,1662,power_clean,6,3,80
78,1663,power_clean,7,1,90
78,1664,power_clean,8,1,90
78,1665,front_squat,1,5,60
78,1666,front_squat,2,3,80
78,1667,front_squat,3,3,90
78,1668,front_squat,4,3,100
78,1669,front_squat,5,3,100
78,1670,front_squat,6,3,100
79,1672,crunch,1,25,
79,1673,good_morning,1,15,20
79,1674,clean_and_jerk,1,2,40
79,1675,clean_and_jerk,2,2,50
79,1676,clean_and_jerk,3,2,70
79,1677,clean_and_jerk,4,2,80
79,1678,clean_and_jerk,5,1,90
79,1679,clean_and_jerk,6,1,100
79,1680,clean_and_jerk,7,1,102.5
79,1681,snatch,1,5,20
79,1682,snatch,2,2,40
79,1683,snatch,3,2,50
79,1684,snatch,4,2,60
79,1685,snatch,5,1,70
79,1686,snatch,6,1,70
79,1687,snatch,7,1,75
79,1688,snatch,8,1,75
79,1689,snatch,9,1,75
79,1690,snatch,10,1,75
79,1691,front_squat,1,3,60
79,1692,front_squat,2,3,80
79,1693,front_squat,3,3,90
79,1694,front_squat,4,3,100
79,1695,front_squat,5,3,100
79,1696,front_squat,6,3,100
79,1697,front_squat,7,3,100
80,1699,crunch,1,25,
80,1700,good_morning,1,15,20
80,1701,power_snatch,1,5,20
80,1702,power_snatch,2,3,40
80,1703,power_snatch,3,3,40
80,1704,power_snatch,4,5,50
80,1705,power_snatch,5,4,60
80,1706,power_snatch,6,3,60
80,1707,power_snatch,7,3,60
80,1708,power_snatch,8,4,65
80,1709,power_clean,1,3,50
80,1710,power_clean,2,3,60
80,1711,power_clean,3,3,70
80,1712,power_clean,4,3,80
80,1713,power_clean,5,3,80
80,1714,power_clean,6,3,80
80,1715,power_clean,7,1,90
81,1717,crunch,1,25,
81,1718,good_morning,1,15,20
81,1719,snatch,1,5,20
81,1720,snatch,2,3,40
81,1721,snatch,3,3,40
81,1722,snatch,4,3,50
81,1723,snatch,5,3,60
81,1724,snatch,6,3,60
81,1725,snatch,7,3,60
81,1726,snatch,8,1,65
81,1727,snatch,9,1,70
81,1728,snatch,10,1,70
81,1729,snatch,11,1,70
81,1730,clean_and_jerk,1,3,20
81,1731,clean_and_jerk,2,3,50
81,1732,clean_and_jerk,3,3,70
81,1733,clean_and_jerk,4,3,80
81,1734,clean_and_jerk,5,3,80
81,1735,clean_and_jerk,6,3,80
81,1736,clean_and_jerk,7,1,90
81,1737,front_squat,1,3,70
81,1738,front_squat,2,3,90
81,1739,front_squat,3,3,105
81,1740,front_squat,4,2,105
81,1741,front_squat,5,1,105
81,1742,front_squat,6,2,105
81,1743,front_squat,7,1,105
81,1744,split_jerk,1,3,50
81,1745,split_jerk,2,3,50
81,1746,split_jerk,3,3,60
81,1747,split_jerk,4,3,60
81,1748,split_jerk,5,3,60
82,1750,crunch,1,25,
82,1751,good_morning,1,15,20
82,1752,power_snatch,1,5,20
82,1753,power_snatch,2,3,40
82,1754,power_snatch,3,3,40
82,1755,power_snatch,4,3,50
82,1756,power_snatch,5,3,60
82,1757,power_snatch,6,3,60
82,1758,power_snatch,7,3,60
82,1759,power_snatch,8,3,60
82,1760,power_clean,1,3,50
82,1761,power_clean,2,3,70
82,1762,power_clean,3,3,80
82,1763,power_clean,4,3,80
82,1764,power_clean,5,3,80
82,1765,power_clean,6,1,90
82,1766,power_clean,7,1,90
82,1767,squat,1,5,50
82,1768,squat,2,5,70
82,1769,squat,3,3,90
82,1770,squat,4,3,110
82,1771,squat,5,3,110
82,1772,squat,6,3,110
82,1773,squat,7,3,110
82,1774,squat,8,2,120
82,1775,squat,9,1,130
82,1776,squat,10,1,135
83,1778,crunch,1,25,
83,1779,good_morning,1,15,20
83,1780,snatch,1,5,20
83,1781,snatch,2,3,40
83,1782,snatch,3,3,40
83,1783,snatch,4,3,50
83,1784,snatch,5,3,60
83,1785,snatch,6,3,60
83,1786,snatch,7,3,60
83,1787,snatch,8,3,60
83,1788,snatch,9,1,65
83,1789,clean_and_jerk,1,3,20
83,1790,clean_and_jerk,2,3,45
83,1791,clean_and_jerk,3,3,60
83,1792,clean_and_jerk,4,2,70
83,1793,clean_and_jerk,5,3,80
83,1794,clean_and_jerk,6,3,80
83,1795,clean_and_jerk,7,3,80
83,1796,clean_and_jerk,8,3,80
83,1797,squat,1,5,60
83,1798,squat,2,3,80
83,1799,squat,3,1,90
83,1800,squat,4,3,100
83,1801,squat,5,3,100
83,1802,squat,6,3,100
83,1803,squat,7,3,100
83,1804,squat,8,3,100
84,1806,crunch,1,25,
84,1807,good_morning,1,15,20
84,1808,snatch,1,5,20
84,1809,snatch,2,3,40
84,1810,snatch,3,2,40
84,1811,snatch,4,2,50
84,1812,snatch,5,3,60
84,1813,snatch,6,3,65
84,1814,snatch,7,3,65
84,1815,snatch,8,3,65
84,1816,snatch,9,1,70
84,1817,snatch,10,1,75
84,1818,clean_and_jerk,1,3,20
84,1819,clean_and_jerk,2,3,50
84,1820,clean_and_jerk,3,2,70
84,1821,clean_and_jerk,4,1,80
84,1822,clean_and_jerk,5,3,85
84,1823,clean_and_jerk,6,3,85
84,1824,clean_and_jerk,7,3,85
84,1825,front_squat,1,3,50
84,1826,front_squat,2,3,70
84,1827,front_squat,3,3,90
84,1828,front_squat,4,2,100
84,1829,front_squat,5,2,100
84,1830,front_squat,6,2,100
84,1831,front_squat,7,2,100
84,1832,ohp,1,20,5
84,1833,ohp,2,4,40
84,1834,ohp,3,4,40
84,1835,ohp,4,4,40
84,1836,ohp,5,4,40
84,1837,ohp,6,3,50
85,1839,crunch,1,25,
85,1840,good_morning,1,15,20
85,1841,power_snatch,1,10,20
85,1842,power_snatch,2,3,40
85,1843,power_snatch,3,3,40
85,1844,power_snatch,4,3,50
85,1845,power_snatch,5,3,60
85,1846,power_snatch,6,3,60
85,1847,power_snatch,7,3,60
85,1848,power_snatch,8,3,60
85,1849,power_clean,1,3,50
85,1850,power_clean,2,2,60
85,1851,power_clean,3,2,70
85,1852,power_clean,4,3,80
85,1853,power_clean,5,3,80
85,1854,power_clean,6,3,80
85,1855,power_clean,7,3,80
85,1856,power_clean,8,1,90
85,1857,squat,1,5,60
85,1858,squat,2,3,80
85,1859,squat,3,1,90
85,1860,squat,4,3,110
85,1861,squat,5,3,110
85,1862,squat,6,3,110
85,1863,squat,7,3,110
85,1864,squat,8,1,120
85,1865,bench,1,10,15
85,1866,bench,2,8,35
85,1867,bench,3,6,45
85,1868,bench,4,4,55
85,1869,bench,5,4,55
85,1870,bench,6,4,55
85,1871,bench,7,4,55
85,1872,bench,8,3,65
86,1874,crunch,1,25,
86,1875,good_morning,1,15,20
